Nama Kost,Wilayah,Harga,Ukuran (m2),Jumlah Fasilitas,Segmen_Pasar,all_facilities_bs
Kost Bintang Tipe A Cikarang Selatan Bekasi,Bekasi,Rp 700.000,12.0,16,Ekonomis,3 x 4 meter; Termasuk listrik; Kasur; Kulkas; Bantal; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Jemur; R. Santai; Dapur; Jemuran; Jual Makanan; Pengurus Kos; Parkir Mobil; Parkir Motor
Kost Bintang Tipe A Sukmajaya Depok,Depok,Rp 1.000.000,9.0,16,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Guling; Kipas Angin; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Jemur; R. Santai; Balcon; Parkir Mobil; Parkir Motor
Kost Bintangg Cileungsi Bogor,Bogor,Rp 750.000,12.0,6,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Ventilasi; Jendela; K. Mandi Dalam; Kloset Jongkok; Shower; Parkir Motor
Kost Bintaro Sektor 9 Tangerang Selatan,Tangerang Selatan,Rp 1.800.000,12.0,16,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Ventilasi; Jendela; K. Mandi Dalam; Shower; Air panas; WiFi; Penjaga Kos; Dapur; CCTV; Pengurus Kos; Parkir Mobil; Parkir Motor
Kost Binus Abdi Syahdan Residence Tipe C Palmerah Jakarta Barat,Jakarta Barat,Rp 1.980.000,6.0,25,Premium,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Tamu; Dapur; Dispenser; CCTV; Jemuran; Locker; Parkir Motor
Kost Binus Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.499.000,12.0,26,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; TV; Meja Rias; Kulkas; Lemari Baju; Ventilasi; Bantal; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Penjaga Kos; Laundry; Mesin Cuci; R. Jemur; Mushola; Dapur; Parkir Mobil; Parkir Sepeda; Parkir Motor; Parkir Motor & Sepeda
Kost Bisma Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.500.000,9.0,16,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Santai; Dapur; Jemuran
Kost Bismillah Serpong Tangerang Selatan,Tangerang Selatan,Rp 1.000.000,12.0,11,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Jendela; Dapur Pribadi; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; Mushola; Dapur; Balcon; CCTV; Parkir Motor & Sepeda
Kost Bless House Tipe Executive Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.800.000,8.75,23,Standar,2.5 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kulkas; Ventilasi; Bantal; Jendela; Kursi; Wastafel; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; R. Jemur; Dapur; Balcon; Rice Cooker; Jemuran; CCTV; Parkir Mobil; Parkir Motor
Kost BLI Jelita Babakan Madang Bogor,Bogor,Rp 1.750.000,6.300000000000001,26,Premium,3 x 2.1 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Parkir Mobil; Parkir Motor
Kost BMR Tipe C Setia Budi Cikokol Tangerang,Tangerang,Rp 1.300.000,9.0,19,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Wastafel; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; R. Jemur; Balcon; K. Mandi Luar; Parkir Motor
Kost Bojong Gede Tipe Supreme Sukaraja Bogor,Bogor,Rp 900.000,1600.0,14,Ekonomis,40 x 40 meter; Tidak termasuk listrik; Jendela; K. Mandi Dalam; Bak mandi; R. Cuci; R. Tamu; R. Jemur; R. Makan; R. Santai; R. Keluarga; Taman; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Bpk Boin Tipe A Cikarang Barat Bekasi,Bekasi,Rp 700.000,18.0,11,Ekonomis,3 x 6 meter; Tidak termasuk listrik; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; Penjaga Kos; R. Jemur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Braun Haus Premium Benda Tangerang,Tangerang,Rp 1.600.000,9.0,24,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Penjaga Kos; Mesin Cuci; R. Tamu; R. Jemur; R. Santai; Dapur; Parkir Motor; Parkir Sepeda
Kost Braun Haus Royal Plus Benda Tangerang,Tangerang,Rp 1.550.000,9.0,25,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Penjaga Kos; Mesin Cuci; R. Tamu; R. Jemur; R. Santai; Dapur; Parkir Motor; Parkir Sepeda
Kost Brother Tipe A Cikarang Barat Bekasi,Bekasi,Rp 900.000,9.0,17,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Kursi; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; Dapur; Dispenser; CCTV; Jemuran; K. Mandi Luar; Parkir Motor
Kost BSD Aster Serpong Tangerang,Tangerang Selatan,Rp 1.600.000,9.0,16,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Mesin Cuci; R. Makan; R. Jemur; Dapur; Parkir Motor
Kost Btari Tipe A Citeureup Bogor,Bogor,Rp 750.000,12.0,22,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Cermin; Jendela; Kipas Angin; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Jemur; R. Makan; R. Santai; Dapur; Balcon; CCTV; Parkir Motor & Sepeda
Kost Bu Andi Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.500.000,5.4,22,Standar,2 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; R. Jemur; Dapur; CCTV; Jemuran; Pengurus Kos; Parkir Motor; Parkir Motor & Sepeda
Kost Bu Bambang II Cibitung Bekasi,Bekasi,Rp 750.000,12.0,8,Ekonomis,4 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; R. Jemur; Parkir Motor
Kost Bu Elis Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 2.300.000,9.0,15,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Meja Rias; Lemari Baju; Kursi; Wastafel; Cleaning service; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; R. Jemur
Kost Bu Emmy Tipe I Cikarang Timur Bekasi,Bekasi,Rp 1.400.000,10.5,26,Standar,3 x 3.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Cermin; Cleaning service; Jendela; Kursi; Bantal; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Kulkas; R. Jemur; R. Makan; Dapur; Dispenser; Jemuran; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Bu Fifi Pamulang Tangerang Selatan,Tangerang Selatan,Rp 800.000,9.0,24,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Kipas Angin; Bantal; Cermin; Guling; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Mesin Cuci; R. Jemur; R. Santai; Dispenser; TV; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Bu Haji Anshor Beji Depok,Depok,Rp 750.000,9.0,22,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; Bak mandi; R. Cuci; R. Tamu; R. Jemur; R. Santai; Pengurus Kos; Jemuran; Parkir Motor; Parkir Sepeda
Kost Bu Nani Cempaka Ciawi Bogor,Bogor,Rp 900.000,18.0,19,Ekonomis,3 x 6 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Cleaning service; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Laundry; Penjaga Kos; Balcon; Jemuran; Jual Makanan; Pengurus Kos; Parkir Motor
Kost Bu Nova Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.350.000,15.679999999999998,13,Premium,2.8 x 5.6 meter; Tidak termasuk listrik; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Air panas; Penjaga Kos; Dapur; Balcon; Jemuran; Parkir Sepeda; Parkir Motor
Kost Bu Nova Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.350.000,15.679999999999998,13,Premium,2.8 x 5.6 meter; Tidak termasuk listrik; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Air panas; Penjaga Kos; Dapur; Balcon; Jemuran; Parkir Sepeda; Parkir Motor
Kost Bu Nova Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.350.000,15.679999999999998,13,Premium,2.8 x 5.6 meter; Tidak termasuk listrik; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Air panas; Penjaga Kos; Dapur; Balcon; Jemuran; Parkir Sepeda; Parkir Motor
Kost Bu Purbo Bahagia 7 Larangan Tangerang,Tangerang,Rp 800.000,8.75,13,Ekonomis,2.5 x 3.5 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Jemur; CCTV; Jemuran; Parkir Sepeda
Kost Bu Rizal Beji Depok,Depok,Rp 700.000,12.0,15,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Jemur; R. Santai; Balcon; CCTV; Jemuran; Parkir Motor
Kost Bu Sekar Ciputat Tangerang Selatan,Tangerang Selatan,Rp 800.000,6.0,29,Ekonomis,2 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kipas Angin; Kursi; Guling; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Shower; Bak mandi; WiFi; Kulkas; R. Cuci; R. Jemur; Dapur; CCTV; Jemuran; Gazebo; Rice Cooker; Rooftop; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Bu Sri Tipe B Babakan Madang Bogor,Bogor,Rp 1.700.000,9.0,26,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Wastafel; Sofa; Bantal; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; R. Makan; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor
Kost Bu Sri Tipe D Babakan Madang Bogor,Bogor,Rp 1.800.000,9.0,14,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; Air panas; WiFi; Parkir Mobil
Kost Bu Titi Tangerang,Tangerang,Rp 1.200.000,12.0,11,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Parkir Mobil
Kost Bu Ulfa Tambun Selatan Bekasi,Bekasi,Rp 1.200.000,15.0,12,Ekonomis,3 x 5 meter; Tidak termasuk listrik; AC; Kasur; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Penjaga Kos; R. Jemur; Taman; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Bubbles 2 Tipe A Beji Depok,Depok,Rp 950.000,9.0,23,Standar,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cleaning service; Guling; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Shower; WiFi; Penjaga Kos; R. Santai; CCTV; Balcon; Jual Makanan; Pengurus Kos; TV; Parkir Motor; Parkir Sepeda
Kost Bude Tipe A Cimanggis Depok,Depok,Rp 800.000,9.0,25,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Kulkas; Lemari Baju; Bantal; Dapur Pribadi; Guling; TV Kabel; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Shower; Bak mandi; WiFi; R. Cuci; Mesin Cuci; R. Tamu; Mushola; R. Jemur; R. Makan; R. Santai; Dapur; Parkir Motor; Parkir Sepeda
Kost Bulak Raya Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.200.000,9.0,18,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kulkas; Lemari Baju; Bantal; Jendela; Kipas Angin; Kursi; Kloset Duduk; Ember mandi; Shower; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Parkir Motor
Kost Bulak Raya Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.200.000,9.0,18,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kulkas; Lemari Baju; Bantal; Jendela; Kipas Angin; Kursi; Kloset Duduk; Ember mandi; Shower; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Parkir Motor
Kost Bulak Raya Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.200.000,9.0,18,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kulkas; Lemari Baju; Bantal; Jendela; Kipas Angin; Kursi; Kloset Duduk; Ember mandi; Shower; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Parkir Motor
Kost Bulak Raya Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.200.000,9.0,18,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kulkas; Lemari Baju; Bantal; Jendela; Kipas Angin; Kursi; Kloset Duduk; Ember mandi; Shower; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Parkir Motor
Kost Bulak Raya Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.200.000,9.0,18,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kulkas; Lemari Baju; Bantal; Jendela; Kipas Angin; Kursi; Kloset Duduk; Ember mandi; Shower; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Parkir Motor
Kost Bumi 2 Executive Cikarang Selatan Bekasi,Bekasi,Rp 1.500.000,12.0,23,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Santai; Dapur; Balcon; CCTV; Jemuran; Parkir Mobil; Parkir Motor
Kost Bumi Alam VVIP Babakan Madang Bogor,Bogor,Rp 1.200.000,9.0,27,Standar,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Shower; WiFi; Kulkas; Penjaga Kos; R. Tamu; R. Santai; Dapur; Dispenser; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Bumi Executive Cikarang Selatan Bekasi,Bekasi,Rp 1.500.000,12.0,25,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; Penjaga Kos; R. Santai; Dapur; Balcon; CCTV; Jual Makanan; Pengurus Kos; Rooftop; Parkir Mobil; Parkir Motor
Kost Bumi Mas Raya Tangerang,Tangerang,Rp 2.000.000,12.0,25,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; R. Tamu; R. Jemur; Dapur; Dispenser; Balcon; CCTV; Jemuran; Jual Makanan; Parkir Mobil; Parkir Motor
Kost Bumina Azzahra 1 Tipe A Bojongsari Depok,Depok,Rp 1.100.000,7.5,27,Standar,3 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kursi; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; Mushola; R. Makan; R. Jemur; Dapur; Dispenser; CCTV; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Bun&Bun Tipe Reguler Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.950.000,9.0,24,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Tamu; R. Jemur; Dapur; Dispenser; Balcon; Jemuran; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Bunda Iin Tipe A Karawaci Tangerang,Tangerang,Rp 1.000.000,12.0,14,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Wastafel; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; R. Jemur; Pengurus Kos; Jemuran; Parkir Motor
Kost Bunda Ratu Karang Tengah Tangerang,Tangerang,Rp 800.000,12.0,19,Ekonomis,3 x 4 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Mushola; Dapur; Balcon; Pengurus Kos; CCTV; Parkir Motor
Kost Burgundy 2 VIP Palmerah Jakarta Barat,Jakarta Barat,Rp 2.599.999,10.5,28,Premium,3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Meja Rias; TV; Lemari Baju; Kulkas; Ventilasi; Bantal; K. Mandi Dalam; Kloset Duduk; Wastafel; Ember mandi; Shower; Air panas; WiFi; R. Cuci; Laundry; Penjaga Kos; Mesin Cuci; R. Tamu; R. Jemur; R. Makan; R. Santai; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Bvly Safehouse CoLiving Pet Friendly Deluxe Studio Cikarang Selatan Bekasi,Bekasi,Rp 2.800.000,16.0,22,Premium,4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kulkas; Bantal; Cermin; Dapur Pribadi; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Dispenser; CCTV; Taman; Locker; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Bvly Safehouse CoLiving Tipe Pet Friendly Compact Studio Single Cikarang Selatan Bekasi,Bekasi,Rp 1.750.000,8.8,19,Premium,2.2 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Dapur Pribadi; Jendela; Kursi; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; CCTV; Taman; Locker; Parkir Motor; Parkir Sepeda
Kost Bvly Safehouse CoLiving Velvet Studio Cikarang Selatan Bekasi,Bekasi,Rp 2.500.000,9.0,21,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Kulkas; Cermin; Dapur Pribadi; Wastafel; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Dispenser; CCTV; Taman; Locker; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost By The River 01 Tipe VIP Ciampea Bogor,Bogor,Rp 1.550.000,9.0,28,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Kloset Jongkok; Wastafel; Shower; WiFi; Kulkas; R. Cuci; Laundry; Penjaga Kos; R. Tamu; Mesin Cuci; R. Jemur; R. Makan; R. Santai; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe A Cikarang Selatan Bekasi,Bekasi,Rp 1.300.000,9.0,28,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Cleaning service; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Laundry; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost C280 Tipe B Cikarang Selatan Bekasi,Bekasi,Rp 1.700.000,12.0,25,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; R. Makan; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe C Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,20.0,27,Standar,4 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Laundry; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe C Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,20.0,27,Standar,4 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Laundry; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe C Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,20.0,14,Ekonomis,4 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower
Kost C280 Tipe C Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,20.0,27,Standar,4 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Laundry; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe C Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,20.0,27,Standar,4 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Ventilasi; Kursi; Cleaning service; TV Kabel; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Laundry; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C280 Tipe D Cikarang Selatan Bekasi,Bekasi,Rp 1.400.000,9.0,27,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Tamu; Laundry; R. Jemur; R. Makan; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost C3 Adrian VVIP Cikarang Pusat Bekasi,Bekasi,Rp 1.800.000,12.0,22,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Cuci; Mesin Cuci; Dapur; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost C3 Aegis VVIP Executive Cikarang Selatan Bekasi,Bekasi,Rp 1.800.000,16.0,11,Premium,4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas
Kost C3 Beverly Cikarang Selatan Bekasi,Bekasi,Rp 1.200.000,13.5,24,Premium,3 x 4.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Shower; Air panas; WiFi; Kulkas; R. Cuci; Mesin Cuci; R. Tamu; R. Jemur; Dapur; Jemuran; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost C3 Calgary Tipe A Cikarang Pusat Bekasi,Bekasi,Rp 1.600.000,12.0,23,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Mesin Cuci; R. Jemur; Dapur; Dispenser; Jemuran; K. Mandi Luar; Kartu Akses; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda
